car	model	price	動力型式	引擎型式	排氣量	最大馬力	最大扭力	壓縮比	系統總合輸出	馬達出力	驅動型式	變速系統	前輪懸吊	後輪懸吊	煞車型式	輪胎尺碼	車身型式	車門數	座位數	車長	車寬	車高	車重	軸距	標準行李箱容量	後座傾倒行李箱容量	市區油耗	高速油耗	平均油耗	燃料費	牌照稅	油箱容量	主動轉向頭燈	後霧燈	前霧燈	LED尾燈	空力套件	LED頭燈	LED日行燈	車頂行李架	鐵圈	後視鏡方向指示燈	抗UV玻璃	HID氙氣頭燈	雙前座電熱椅	右前座電動腰靠調整	後座出風口	里程電腦	駕駛座電動調整	前座扶手	後座扶手	駕駛座電動腰靠調整	雙前座氣動按摩	右前座電動調整	粉塵過濾器	後座傾角調整	前座杯架	分區溫控	駕駛座位置記憶	右前座位置記憶	助手席調整按鈕	織布座椅	恆溫空調	電動天窗	後座折疊小桌	雙前座跑車座椅	換檔撥片	全景天窗	後座杯架	雙前座冷熱通風功能	方向盤快控鍵	方向盤電動調整	後座分離倒覆	後座前後滑移/傾角調整	AUX IN	8只揚聲器	6只揚聲器	9只揚聲器	中控螢幕	DVD主機	USB插槽	12只揚聲器	4只揚聲器	CD音響主機	11只揚聲器	藍牙通訊	10只揚聲器	MP3播放功能	CD播放功能	衛星導航	倒車影像輔助	光感應自動頭燈	定速巡航	電動窗/天窗防夾功能	HUD抬頭顯示器	電動側滑門	倒車圖像輔助	蜂鳴式倒車輔助系統	免鑰匙啟動車門鎖	電動尾門	手動後窗遮陽簾	雨滴感應雨刷	環景影像系統	後視鏡除霧	行車紀錄器	前方駐車雷達	自動停車系統	電動行李廂蓋	電動後擋遮陽簾	電動窗防夾功能	電動折疊後視鏡	智慧防盜座椅	ACC主動跟車系統	車道變換輔助系統	斜坡起步輔助	主動安全預防系統	胎壓監控	防鎖死煞車系統	後座側面氣囊	雙前座側面氣囊	電子煞車力道輔助系統	ISOFIX兒童安全椅固定	車道偏離警示系統	循跡防滑控制系統	全尺寸頭部氣簾	防盜系統	車道維持輔助系統	駕駛座膝部氣囊	遠光燈自動控制	陡坡緩降系統	煞車力道分配系統	雙前座正面氣囊	雙前座護頸頭枕	兒童安全鎖	預束式安全帶	AEB自動緊急煞車系統
volkswagen-tiguan-2020	280 TSI Comfort	109.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10.5			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	215/65R17	運動休旅車	5門	5人座	4486mm	1839mm	1632mm	1526kg	2681mm	615ltr	1655ltr	10.14km/ltr	15.07km/ltr	12.8km/ltr	4800元	7120元	60ltr	X	O	O	O	X	X	X	O	X	O	X	X	X	X	O	O	X	O	X	X	X	X	X	X	O	X	X	X	X	O	X	X	X	X	X	X	X	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	X	O	O	X	X	X	O	O	X	X	X	O	X	O	X	O	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	O	O	O	O
	280 TSI Life	119.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10.5			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	215/65R17	運動休旅車	5門	5人座	4486mm	1839mm	1632mm	1526kg	2681mm	615ltr	1655ltr	10.14km/ltr	15.07km/ltr	12.8km/ltr	4800元	7120元	60ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	O	X	X	O	X	O	O	O	X	X	X	O	X	X	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	X	O	O	O	X	O	X	X	O	O	O	O	O	O
	280 TSI Elegance	129.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10.5			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	235/55R18	運動休旅車	5門	5人座	4486mm	1839mm	1632mm	1526kg	2681mm	615ltr	1655ltr	10.14km/ltr	15.07km/ltr	12.8km/ltr	4800元	7120元	60ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	O	X	X	O	X	O	O	O	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
	330 TSI Elegance	144.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1984cc	180hp@3940~6000rpm	32.6kgm@1500~3940rpm	11.65			四輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	235/50R19	運動休旅車	5門	5人座	4486mm	1839mm	1632mm	1730kg	2681mm	615ltr	1655ltr	9.91km/ltr	14.67km/ltr	12.5km/ltr	6180元	11230元	63ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O
	380 TSI R-Line  Performance	172.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1984cc	220hp@4500~6200rpm	35.7kgm@1500~4400rpm	9.6			四輪驅動	雙離合器7速自手排	麥花臣	四連桿	前後碟煞	255/40R20	運動休旅車	5門	5人座	4486mm	1839mm	1632mm	1755kg	2681mm	615ltr	1655ltr	8.89km/ltr	13.26km/ltr	11.2km/ltr	6180元	11230元	63ltr	X	O	O	O	O	O	O	O	X	O	X	X	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O	O	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	X	O	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	O	X	O	O	O	O	X	O	O	O	X	O	O	X	X	O	O	X	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O
ford-focus-5d-2020	1.5 Ti-VCT成真型	69.2	汽油	自然進氣, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	123hp@6500rpm	15.3kgm@4500rpm	11			前輪驅動	6速自排	麥花臣	扭力樑	前後碟煞	205/60R16	掀背車	5門	5人座	4378mm	1825mm	1480mm	1281kg	2700mm	375ltr		12.56km/ltr	20.73km/ltr	16.7km/ltr	4800元	7120元	52ltr	X	O	O	X	X	X	O	X	X	O	X	X	X	X	X	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	EcoBoost 182時尚經典型	78.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	182hp@6000rpm	24.5kgm@1600~4500rpm	11			前輪驅動	8速手自排	麥花臣	扭力樑	前後碟煞	205/60R16	掀背車	5門	5人座	4378mm	1825mm	1480mm	1323kg	2700mm	375ltr		13.11km/ltr	21.39km/ltr	17.3km/ltr	4800元	7120元	52ltr	X	O	O	X	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	ST-Line	89.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	182hp@6000rpm	24.5kgm@1600~4500rpm	11			前輪驅動	8速手自排	麥花臣	扭力樑	前後碟煞	235/40R18	掀背車	5門	5人座	4387mm	1825mm	1465mm	1360kg	2700mm	341ltr		12.81km/ltr	20.39km/ltr	16.7km/ltr	4800元	7120元	52ltr	X	O	O	X	O	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	O	O	X	O	X	O	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
	ST-Line Lommel賽道特化版	92.8	汽油	渦輪增壓, 直列3缸, DOHC雙凸輪軸, 12氣門	1497cc	182hp@6000rpm	24.5kgm@1600~4500rpm	11			前輪驅動	8速手自排	麥花臣	多連桿	前後碟煞	235/40R18	掀背車	5門	5人座	4387mm	1825mm	1465mm	1360kg	2700mm	341ltr		12.81km/ltr	20.39km/ltr	16.7km/ltr	4800元	7120元	52ltr	X	O	O	X	O	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	O	O	X	O	X	O	X	O	X	X	X	X	X	O	X	O	X	X	X	X	O	O	O	X	O	O	O	O	X	O	X	O	O	O	X	X	O	X	O	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	O	O	O
volkswagen-sharan-2020	280 TSI Life	156.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1395cc	150hp@5000~6000rpm	25.5kgm@1500~3500rpm	10			前輪驅動	雙離合器6速自手排	麥花臣	四連桿	前後碟煞	225/50R17	廂型休旅車	5門	7人座	4854mm	1904mm	1740mm	1797kg	2920mm	300ltr	2297ltr	11.29km/ltr	15.72km/ltr	13.7km/ltr	4800元	7120元	70ltr	X	O	O	O	X	X	O	O	X	O	X	O	O	O	O	O	O	O	O	O	X	O	O	X	O	O	O	X	X	X	O	X	X	X	X	O	O	X	O	X	O	O	X	O	X	X	O	X	O	X	X	O	X	O	X	O	X	X	O	O	O	X	X	O	O	O	X	O	X	O	X	O	X	O	O	X	X	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O	O	O	O	O	X	X	O	O	O	O	O	O
toyota-corolla-altis-2020	1.8經典	69.8	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6400rpm	17.6kgm@4000rpm	10			前輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	195/65R15	轎車	4門	5人座	4630mm	1780mm	1435mm	1290kg	2700mm	470ltr		11.16km/ltr	18.53km/ltr	14.9km/ltr	4800元	7120元	50ltr	X	O	X	O	X	X	O	X	O	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	X	X	X	X	X	X	X	X	X	X	X	O	X	O	X	O	X	X	X	X	X	X	X	X	X	O	O	X	O	X	O	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	1.8豪華	72.8	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6400rpm	17.6kgm@4000rpm	10			前輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	205/55R16	轎車	4門	5人座	4630mm	1780mm	1435mm	1305kg	2700mm	470ltr		11.16km/ltr	18.53km/ltr	14.9km/ltr	4800元	7120元	50ltr	X	O	O	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	1.8尊爵	77.8	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	140hp@6400rpm	17.6kgm@4000rpm	10			前輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	205/55R16	轎車	4門	5人座	4630mm	1780mm	1435mm	1315kg	2700mm	470ltr		11.16km/ltr	18.53km/ltr	14.9km/ltr	4800元	7120元	50ltr	X	O	O	O	X	O	O	X	X	O	X	X	X	X	O	O	O	O	O	O	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	X	X	O	X	O	X	X	X	O	O	X	O	X	X	O	O	X	X	X	O	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	1.8 Hybrid尊爵	81.8	油電混合	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	98hp@5200rpm	14.5kgm@3600rpm	13	122hp	72hp/16.6kgm	前輪驅動	CVT無段變速	麥花臣	雙A臂	前後碟煞	205/55R16	轎車	4門	5人座	4630mm	1780mm	1435mm	1390kg	2700mm	470ltr		25.42km/ltr	26.02km/ltr	25.8km/ltr	4800元	7120元	43ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
	1.8 Hybrid旗艦	89.8	油電混合	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1798cc	98hp@5200rpm	14.5kgm@3600rpm	13	122hp	72hp/16.6kgm	前輪驅動	CVT無段變速	麥花臣	雙A臂	前後碟煞	205/55R16	轎車	4門	5人座	4630mm	1780mm	1435mm	1390kg	2700mm	470ltr		25.42km/ltr	26.02km/ltr	25.8km/ltr	4800元	7120元	43ltr	X	O	O	O	X	O	O	X	X	O	X	X	X	X	O	O	O	O	O	O	X	X	O	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	O	X	X	X	X	X	X	O	X	O	X	X	X	O	O	X	O	X	X	O	O	X	X	X	O	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	O	X	O	O	O	O	O	O
hyundai-elantra-2020	經典型	64.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	128hp@6300rpm	15.8kgm@4850rpm	10.5			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	195/65R15	轎車	4門	5人座	4620mm	1800mm	1450mm	1262kg	2700mm	458ltr		10.92km/ltr	18.81km/ltr	14.9km/ltr	4800元	7120元	50ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	X	O	X	O	O	X	X	X	O	X	O	X	X	X	X	X	X	X	X	X	X	X	X	X	X	X	O	X	O	X	O	X	X	X	O	X	X	X	X	X	X	O	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	O	X	X	X	X	O	O	X	O	O	X
	豪華型	69.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	128hp@6300rpm	15.8kgm@4850rpm	10.5			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	205/55R16	轎車	4門	5人座	4620mm	1800mm	1450mm	1277kg	2700mm	458ltr		10.91km/ltr	18.53km/ltr	14.7km/ltr	4800元	7120元	50ltr	X	O	X	O	X	X	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	X	X	X	X	X	O	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	X	X	X	X	O	O	X	O	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	X	O	O	X	O	O	O
	旗艦型	75.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	128hp@6300rpm	15.8kgm@4850rpm	10.5			前輪驅動	6速手自排	麥花臣	扭力樑	前後碟煞	205/55R16	轎車	4門	5人座	4620mm	1800mm	1450mm	1285kg	2700mm	458ltr		10.91km/ltr	18.53km/ltr	14.7km/ltr	4800元	7120元	50ltr	X	O	X	O	X	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	X	X	X	X	O	X	O	X	O	X	O	X	X	X	O	X	X	X	X	X	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	X	O	O	X	O	O	O
	Sport	81.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	204hp@6000rpm	27.0kgm@1500~4500rpm	9.5			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/45R17	轎車	4門	5人座	4620mm	1800mm	1450mm	1376kg	2700mm	458ltr		10.79km/ltr	18.08km/ltr	14.50km/ltr	4800元	7120元	50ltr	X	O	X	O	O	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	O	O	X	O	X	O	X	O	X	O	X	O	X	X	X	O	X	X	X	X	X	X	O	X	X	X	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	X	O	O	X	X	X	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	X	O	O	X	O	O	O
	Sport極速型	85.9	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1591cc	204hp@6000rpm	27.0kgm@1500~4500rpm	9.5			前輪驅動	雙離合器7速自手排	麥花臣	多連桿	前後碟煞	225/45R17	轎車	4門	5人座	4620mm	1800mm	1450mm	1381kg	2700mm	458ltr		10.79km/ltr	18.08km/ltr	14.50km/ltr	4800元	7120元	50ltr	X	O	X	O	O	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	O	O	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	O	X	O	O	X	X	O	O	X	O	O	X	O	O	O	O	O	O	O	O	O	X	X	O	O	X	O	O	O
nissan-x-trail-2020	2.0 2WD智行版	99.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	1997cc	141.5hp@6000rpm	20.1kgm@4400rpm	11.2			前輪驅動	CVT 7速手自排	麥花臣	多連桿	前後碟煞	225/65R17	運動休旅車	5門	5人座	4670mm	1820mm	1749mm	1493kg	2706mm			10.64km/ltr	16.62km/ltr	13.8km/ltr	6180元	11230元	60ltr	X	O	O	O	X	O	O	O	X	O	X	X	X	X	O	O	X	O	O	X	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	X	O	X	O	X	O	O	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	O	X	X	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	X	O	O	X	O	O	O
	2.5 4WD旗艦版	116.9	汽油	自然進氣, 直列4缸, DOHC雙凸輪軸, 16氣門	2488cc	169.4hp@6000rpm	23.6kgm@4400rpm	10			四輪驅動	CVT 7速手自排	麥花臣	多連桿	前後碟煞	225/60R18	運動休旅車	5門	5人座	4670mm	1820mm	1749mm	1610kg	2706mm			9.08km/ltr	15.19km/ltr	12.2km/ltr	7200元	15210元	60ltr	X	O	O	O	X	O	O	O	X	O	X	X	X	X	O	O	O	O	O	O	X	X	X	X	O	O	X	X	X	X	O	X	X	X	X	O	O	X	O	X	O	O	O	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	X	O	O	X	X	X	X	O	O	O	X	X	O	X	X	O	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	X	O	O	O	X	O	O	O
citroen-c5-aircross-2020	Feel	138.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1598cc	180hp@5500rpm	25.5kgm@1650rpm	10.5			前輪驅動	8速手自排	麥花臣	拖曳臂	前後碟煞	235/55R18	運動休旅車	5門	5人座	4500mm	1859mm	1692mm	1550kg	2730mm	580ltr	1630ltr	11.25km/ltr	17.36km/ltr	14.5km/ltr	4800元	7120元	53ltr	X	O	O	O	X	X	O	O	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	X	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	X	O	X	O	X	O	O	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
	Shine	146.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1598cc	180hp@5500rpm	25.5kgm@1650rpm	10.5			前輪驅動	8速手自排	麥花臣	拖曳臂	前後碟煞	235/55R18	運動休旅車	5門	5人座	4500mm	1859mm	1692mm	1550kg	2730mm	580ltr	1630ltr	11.25km/ltr	17.36km/ltr	14.5km/ltr	4800元	7120元	53ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	X	O	X	O	X	O	O	O	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	O	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
	Shine＋	155.8	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1598cc	180hp@5500rpm	25.5kgm@1650rpm	10.5			前輪驅動	8速手自排	麥花臣	拖曳臂	前後碟煞	235/55R18	運動休旅車	5門	5人座	4500mm	1859mm	1692mm	1550kg	2730mm	580ltr	1630ltr	11.25km/ltr	17.36km/ltr	14.5km/ltr	4800元	7120元	53ltr	X	O	O	O	X	O	O	O	X	O	X	X	O	X	O	O	O	O	O	X	O	X	O	X	O	O	O	X	X	X	O	X	X	X	O	O	O	X	O	X	O	O	X	X	O	X	O	X	O	X	X	X	X	O	X	O	X	X	O	O	O	X	X	X	O	O	O	O	X	O	O	O	O	O	O	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	O	O	O	X	O	O	O
subaru-xv-2020	2.0 i-S	99.8	汽油	自然進氣, 水平對臥4缸, DOHC雙凸輪軸, 16氣門	1995cc	156hp@6000rpm	20.0kgm@4000rpm	12.5			四輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	225/55R18	掀背車,跨界休旅車	5門	5人座	4465mm	1800mm	1615mm	1458kg	2665mm	385ltr		10.02km/ltr	16.35km/ltr	13.3km/ltr	6180元	11230元	63ltr	O	O	O	X	X	O	O	O	X	O	X	X	X	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	X	O	O	X	X	O	X	X	X	X	X	X	X	O	O	X	X	O	O	X	O	O	X	O	O	O	X	O	O	O	X	O	O	O	O	O	O	O	O	X
	2.0 i-S EyeSight	102.8	汽油	自然進氣, 水平對臥4缸, DOHC雙凸輪軸, 16氣門	1995cc	156hp@6000rpm	20.0kgm@4000rpm	12.5			四輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	225/55R18	掀背車,跨界休旅車	5門	5人座	4465mm	1800mm	1615mm	1461kg	2665mm	385ltr		10.69km/ltr	16.58km/ltr	13.8km/ltr	6180元	11230元	63ltr	O	O	O	X	X	O	O	O	X	O	X	X	X	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	X	O	O	X	X	O	X	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O
	2.0 GT Edition	109.0	汽油	自然進氣, 水平對臥4缸, DOHC雙凸輪軸, 16氣門	1995cc	156hp@6000rpm	20.0kgm@4000rpm	12.5			四輪驅動	CVT 7速手自排	麥花臣	雙A臂	前後碟煞	225/55R18	掀背車,跨界休旅車	5門	5人座	4465mm	1800mm	1615mm	1461kg	2665mm	385ltr		10.69km/ltr	16.58km/ltr	13.8km/ltr	6180元	11230元	63ltr	O	O	O	X	O	O	O	O	X	O	X	X	X	X	X	O	O	O	O	X	X	X	O	X	O	O	X	X	X	X	O	O	X	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	O	X	X	O	X	O	X	O	X	X	O	X	O	X	X	X	X	O	O	X	X	O	O	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	X	O	O	O	O	O	O	O	O	O
honda-cr-v-2020	1.5 VTi-S	103.0	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	193hp@5600rpm	24.8kgm@2000~5000rpm	10.3			前輪驅動	CVT 7速手自排	麥花臣	多連桿	前後碟煞	235/60R18	運動休旅車	5門	5人座	4570mm	1855mm	1680mm	1504kg	2660mm			11.17km/ltr	17.69km/ltr	14.6km/ltr	4800元	7120元	57ltr	X	O	O	O	X	O	O	X	X	O	X	X	X	X	O	O	X	O	O	X	X	X	O	O	O	O	X	X	X	X	O	X	X	X	O	X	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	X	X	X	O	X	O	X	X	O	X	X	X	X	X	X	X	O	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	X	O	O
	1.5 S	113.0	汽油	渦輪增壓, 直列4缸, DOHC雙凸輪軸, 16氣門	1498cc	193hp@5600rpm	24.8kgm@2000~5000rpm	10.3			前輪驅動	CVT 7速手自排	麥花臣	多連桿	前後碟煞	235/60R18	運動休旅車	5門	5人座	4570mm	1855mm	1680mm	1541kg	2660mm			11.17km/ltr	17.69km/ltr	14.6km/ltr	4800元	7120元	57ltr	X	O	O	O	X	O	O	X	X	O	X	X	X	X	O	O	O	O	O	O	X	X	O	O	O	O	X	X	X	X	O	X	X	X	O	O	O	X	O	X	O	X	X	O	X	X	O	X	O	X	X	X	X	O	X	O	X	O	O	O	O	O	X	X	O	X	O	O	X	O	X	X	X	X	X	X	X	X	O	X	O	O	O	X	O	O	X	O	O	O	O	O	O	O	O	X	O	X	O	O	X	X	O	O
